amount,claimer,claims
2764.650008,\x145e0b7db8d9a2cba291d656b34802fab7bf2dbe,1
2749.943925,\x449e0b5564e0d141b3bc3829e74ffa0ea8c08ad5,1
2745.163927,\x724aece161d7ad981b34f3db7974d08b36e639c5,1
2739.886137,\x17c34dbef571ff93820d0289a534f19cb21253be,1
2738.233796,\x5bc124b3f28c301f497d3d44eb5c3225651143cb,1
2736.69817,\xe46fbdfc5ec01d5914a802aa06fd0e4c5cd41bd5,1
2728.686355,\xe73562a0b77485274ca8c145aaf5927073532725,1
2721.774499,\x2a032565e00acfb4a91898efa41034a98ea93a74,1
2720.645881,\x43b057ba8e3f5419c08cc1b0717711acf59e4e21,1
2719.878193,\x566bd52454aed2dafd7469c8aba9e313a748cae7,1
2719.705513,\x65f570384d6cc157a15eac9bfd9da88364d59b7f,1
2715.551589,\xfe7bcb3676aabe9a6b39cb23f3a5fa41eed7ad1b,1
2712.341794,\xc56197bcf7ba173f009d971c8b087f4f9f6e4203,1
2701.641875,\xa4215f2b1224318380a798abe1f8209d09ed46e9,1
2701.068288,\x6a5a015f0babeb7c7ffc3546c73f724c102c4aaf,1
2695.248948,\xfe35d801045592879638d26f74caeb6b1c4abaab,1
2693.517399,\x2199fcf3fd3809ac533125a8e824b26f0a1fe921,1
2692.690214,\x6bbe2c5c7e455d64d0617d35b8c0be0e0c3fa69f,1
2690.12042,\x5d95c5e862a46034c57dfc0a79582c7c3fb704cb,1
2686.453024,\x9317e25590aaa62be015aff026702f3b960131a7,1
2677.993476,\x2e1bbb7c78a5a534df2442909ab14ce370431e76,1
2677.036455,\x239eec9ec218f71cef5cc14d88b142ed4ff44110,1
2673.051665,\xea8da8ea74971f0b2666b82a75bd0c255a2b9c4b,1
2668.159755,\x57757e3d981446d585af0d9ae4d7df6d64647806,1
2667.597726,\x91ebfee4f90adb3c64d5f171cd8d1efece9cfad8,1
2665.565967,\x2980409318d53ff303734e53bb331e69677c067c,1
2664.294272,\x1288e3dad9deb275deb8793f5e206ab17bf11224,1
2660.566506,\x2579ac113578a361b76ddb86b792e33e8c9f1a9e,1
2654.940417,\x0ba2fa0ad15941bc25a8a8b474ab566c2cedc26f,1
2652.119802,\xb87b80f80245e1694f718e813d10fa19ceedd9b9,1
2651.738214,\x821b82ac34eef38da275e1742bfd1ae1f66fb1d1,1
2650.111578,\x108a8b7200d044bbbe95bef6f671baec5473e05f,1
2648.828831,\xc174ea16696ff068cfe76b9b29633dfe27b4abff,1
2648.594667,\xa2c887e555ea951aac2510ee4db104e3087bb1e8,1
2645.695378,\xc91f54cbc82628e0549c7411413facbe02852dc8,1
2644.271087,\x16d04e093329bc5e4ab2d7a519a6394cc44b31be,1
2643.125392,\x6ca61669953ebb450b46277e87c6ff949aecd2c9,1
2637.665044,\xa39f923e175ffa142ec2ac0e2e04cdeac0f8c73c,1
2636.705659,\x5dc204c2c26531dac9b80fd40625e21e8d67aa62,1
2635.894579,\xd1b10607921c78d9a00529294c4b99f1bd250e1c,1
2632.939801,\xfbf75933e01b75b154ef0669076be87f62dffae1,1
2631.914492,\x2c076d91b9ca5475cd168b018707eea87204baac,1
2626.633642,\x5df27889d8733919f09ceab85f1fc0bd986cc0a4,1
2625.633128,\x4e6a82ac98e87c5acf7738fa57b5fd9ea14af932,1
2624.912598,\xfbe4dab86b28fb64002056539e52e96424a3cd19,1
2619.855137,\x5e2015181fc4e692cbcbbfe5f8b602331e8f25df,1
2615.871459,\x77d7366ea076e96b3673438558ea6c93a0aa70f0,1
2614.757057,\x6772544b9344006280124eba3f9cba9db2218b1d,1
2613.423458,\x5581a2536f0ceb3500079c574dddeb515d8b027e,1
2610.089683,\xa5836a1f1b6dbd88248f960cd83dcb2bde1c92ae,1
2606.561654,\x36034cba5413c0678b8256acd0a87af4e9d0873a,1
2596.432234,\x4f2604aac91114ae3b3d0be485d407d02b24480b,1
2595.287324,\xb13bd8f80d70f119c36cf91795bc36fc0db5c434,1
2595.066926,\x589cead50fd2aef0829a4d63583901312239e459,1
2592.913663,\x7de082e63e040fb3cad81bf729f40ba762e87f0b,1
2584.271872,\xfcc6bf3369077e22a90e05ad567744bf5109e4d4,1
2581.883787,\xf63246f4df508eba748df25daa8bd96816a668ba,1
2581.401709,\x1c4608c5ed853df00b23c88172af4967850636c8,1
2580.495661,\x34221fc1906ddfa7236264337a6f1a64d6642dc9,1
2574.873295,\x48c89d77ae34ae475e4523b25ab01e363dce5a78,1
2574.599855,\xeaa11abf98ff06b0ef53d52a483083ce442dcea3,1
2562.097355,\xb8e7d1366f36ffe93856af2764659132351340b0,1
2560.01554,\xf6c0067901b09f95d22f3949ba61a7ce9b502c23,1
2557.073914,\x2cdb917a125f153b4573587ed861550dc5ce7869,1
2556.138218,\x510b0068c0756bbefcbaffb6567e467d661291fe,1
2554.831984,\x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,1
2553.242683,\x529feefc8e1cd21e0029e5ed44b42b6eb1dfff6e,1
2548.847463,\x72b788fbcb87ab0182101a97d469ed9ae137d20a,1
2547.456285,\x9999c615e50423cc2726942da28eca54cd4a23e1,1
2547.455891,\xd90668e94ea31538408a5874db5ccc41cf4cc54b,1
2547.081446,\xc30a8c89b02180f8c184c1b8e8f76af2b9d8f54d,1
2544.89117,\xada3a701e8880dc9fe96dc0da2e37561b5f7140c,1
2543.478735,\x513d9f94272c36121adf4bece7ee8685e74305fa,1
2542.542389,\xfecf68fc98f1fa381ab94701f316311fc9864292,1
2536.093148,\x102e99d7ad45ed83484dc986cd1c78648bd79850,1
2533.944725,\xb1ff8bf9c3a55877b5ee38e769e7a78cd000848e,1
2533.011527,\x3e60e41e6ff0da398442a3d7708503dca519716c,1
2530.656264,\x23413ce6e002d3f0d65773d596bc004df7318eaf,1
2525.871641,\xf0714f6f6acd20c1d5c6406401437c030c8d1c7f,1
2525.448945,\x74903985da7a021cf537630ec4866f0417711bce,1
2525.15374,\x9e22473acaafc54e582a0d067f96e668c6babff4,1
2523.292639,\x75bbc7d37d3bf975b527cf2e99b947d61a22ef95,1
2521.837209,\xa3f19470d3fc0c0f69bd82876bd573b592ca9597,1
2517.757629,\xa2a2425b245c974c38046fab0ca46d1d376f8caa,1
2515.966752,\xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,1
2509.303239,\xe864166688e95618920e32619753e23175f189ce,1
2509.237757,\x418cf9e24c8e74e0155c9c7f6da8a10b0ca799cd,1
2501.767798,\xcd1a8f01722e800fd93e36a435aa6c15dba2c9cd,1
2501.144604,\xd4d5346182c7df1fd5447b6413df00d02524c987,1
2499.673712,\x40377a6641805858eb1bddd7f478a345a9e65bb8,1
2498.508629,\xe4bd3a11dab3c8935280f8dd073b3f04d4647ac9,1
2498.421677,\x15fd17e6f78ccb56bcf8a9b616dbf0d7e0de26f7,1
2493.007217,\x964cb393e4d3a699a4ff501f14efd00ea7c72a91,1
2492.423515,\xbad12a8ffd8b132b60a30c432fa9c96bf4f4f41d,1
2488.306469,\x1b13d9ca8c577ee494e5873acb9bd12b37cc411f,1
2488.040668,\x39a2271e01d7291cf2f48291fc7a4ac34ba03b19,1
2487.149557,\x02b0e3ccf41270fb5294ec229667c56c0bb14a95,1
2485.522807,\x73ff129a689364996432a1a3a4587e3f132b67da,1
2483.338903,\xa38028b4f1f7f582c568721a9cbcf55a6ef61598,1
2475.141264,\x172de2c81a2637289595cfd0accccd1febfbc60f,1
2474.858754,\xe87c0801ddc6c7fd0f4b9f088e0ca3680e338866,1
2471.375553,\xa5cd3bc3f3d34b3a716111643e19db88bfa649c7,1
2470.407251,\xd1284eee41b756930ec3e13aae1af2add7d04f02,1
2470.045855,\x37c6503732e8c8b9af50bd3755c3530f6b032dfd,1
2466.668606,\xee75dcf3818ebd82d0f6aeba88feee99334d527c,1
2466.36822,\x909850e31836fd81c404d5ed72d263c74e43183c,1
2463.236984,\x9209d23ec84202dd616324addf58faa36f7830c9,1
2459.219764,\x3584edc284e153462ef2e831ecb51ec501715ae7,1
2454.68606,\xc8d6f9665d18163c2b5b4f9c4158f56b96c50f87,1
2453.413798,\xa8097c13dd8ad383d264fbef6e36b8923889fbcd,1
2453.069552,\xa2c6f93bf0e1af3df61859d1366c852167b329a8,1
2449.16583,\x205259fef46b84845e335ae7fe936ac01967a740,1
2448.064778,\x320bb16ad49c27825e619a1ce658aeb4bcd68af0,1
2444.429051,\x6be9fa484fa24fedb0369b6ccb343f9c3a621026,1
2440.489958,\xe5447efebb597267d6afe9c53e0aeaba7e617fa8,1
2438.185959,\x245f173d87f2630ef111797fdb27066676fa51e8,1
2436.179021,\xb680f628c56c8fa368dacbb0c27beef8c98355b9,1
2429.11599,\x2e955eb564e870ca6081a45db1a7751dba9ff26f,1
2429.014615,\x9e2b38c9ef8ff91f2c73ab0475bce66b14a4b31f,1
2421.5497,\xe0e8c1d735698060477e79a8e4c20276fc2ec7a7,1
2414.998963,\x85f205e17bb0733835ac7a15bc279292a266e633,1
2413.226202,\x8b644bc4c785ff720b007c66bb6a4e8d604fbbb5,1
2409.740351,\xdd6775682a8177f1ff6f4e347419d4de3e126f4c,1
2405.951843,\xb1c4714efdfbacaec43c5646d4b5db62428602a3,1
2405.41648,\x35de6fbef9dfc8986a1da114b1625bf6e3108859,1
2405.105104,\x1c7b838045225ef10df9da6d240c194f2171eae1,1
2402.7807,\xaea2b3b78bccee3b55b2e9521fe5e8114c5f3f63,1
2400.335236,\x11b1d628bbccd6e0e3bf7f0683b78c90873e0ea6,1
2396.558644,\xe64484b36eeb499be0b8cc485bf63ee1a9377941,1
2396.436571,\x86e6d3f969150bdd9f1238ad36b36cd1d2e62c8c,1
2396.140138,\x65815b4a2d028ea492e9e4915c05135224b93f3c,1
2393.25606,\xa679a45e9fde61846afac70c321248ad097b47b7,1
2391.548621,\x1578ed833d986c1188d1a998aa5fecd418bef5da,1
2391.294424,\xba82c971f5bc3a9a70f51fb442039daba1758223,1
2378.843388,\x2aed1bab6860e0e1638eb49e64a3da8824af186e,1
2377.977909,\xcf15099e120fe07861319692d321f1d93f23567a,1
2376.292274,\x17a78c0d0277549aeafe6998e868f2f298a86dc4,1
2372.045023,\xe21ad9710a96a50f6f5a13ac4600fae126c5cc1f,1
2369.509571,\x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,1
2363.818545,\xba766a08f0a126ed43b2699f722d2063e5fbb308,1
2360.614805,\x5cf4bd721c82553a203042666855b2cc2b21b874,1
2358.316296,\x92b19a44c81db4390caf8fb28c495acec8d3cb90,1
2357.471367,\x55c07d2b57cbde91b36538eb48faf2a4ccb3074c,1
2355.98126,\x6c92f15f63717855be3d4cafb92d1f3f87789138,1
2355.180679,\xf54d6eedb3395c555bc35ddf25209c4960715011,1
2353.634243,\xfa91288b3033d095992cf3cb0b0e54b807c3c2ac,1
2353.179096,\xbefd8d5c2c973bbb884fd69c526ec1b2630720c5,1
2352.520461,\xc41d674537d2fab31e90773e3a28b85d82fa7bd6,1
2352.126825,\xb75cbc4d5df664933f717320f1268f4f547bab87,1
2345.724332,\x1bc8b83c3a396a1a6bed44d1a1784210d3944178,1
2343.375714,\x9b3b4cd74efffd942c942399d8ee4bac4c3e171e,1
2342.824046,\x326832cbef3715f57d6edacec85299328053ad50,1
2342.197062,\x7c76f4db70b7e2177de10de3e2f668dadcd11108,1
2340.26915,\x1bf459067f9b6b1fa5193ece4360ea32bdb089c4,1
2338.575038,\xff6c422c6e9a53200798a771f25b72b96d4eca64,1
2337.928678,\xdbafa316c236c090e7633cf7cf5ebdd2947b50a1,1
2337.151953,\xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,1
2336.294888,\x3790b7627e2cf556ae88d6d0b98d9ddedb57a447,1
2325.507032,\xb61d572d3f626c0e4cdffae8559ad838d839f229,1
2323.797366,\x22ad0012040baf64f5af6d2d3f94d98a01137a9b,1
2319.661405,\xca9eb87c7fdd792bf96e760118850c702b502e13,1
2318.612786,\xb8c30017b375bf675c2836c4c6b6ed5be214739d,1
2318.251752,\x40941f5619974c639fe13fe977fd92805fc10ec3,1
2317.849738,\x2967ae383e1b70313b9d667daa14e224b500e8d8,1
2315.454795,\x24c2ff4d4cfcf4a2ad562b08eb9d282e76771304,1
2313.659297,\x54add9102b07dcf2aaee88b5dfbf0554eb2d8893,1
2312.290442,\xaae697f9bfea16b2010cdcd06e1fb7d46d6b8986,1
2312.044072,\x297bf847dcb01f3e870515628b36eabad491e5e8,1
2308.59896,\xc4ea7bbc6b186089ae4b90e282dec17ee08bc340,1
2305.53099,\xce58c71f350c5d52c27c8bbe6200fc2fd46e42bb,1
2303.902975,\xce3c024560ef41ddf4eb3163a82036941eb6d0a4,1
2302.023343,\xa2f5bf5eb1b8894a514162ca7abe5f095a5371b1,1
2298.892323,\x8afaed312996c8a3984c83e9d092faa970f9d055,1
2297.490041,\xb869e26f664dd96b9822374508c16119382277cd,1
2297.369116,\x92d756e696243ef6c96db4a8418653f9f1982ab2,1
2295.928708,\xe4bb1ae24bdab1eefa73cd9414eca677623d2736,1
2291.73165,\x77ff4c751ef6020fc62575ca93769ce9b568783a,1
2290.968231,\x731d4abf892696a2460d20b18cf31bf76bac1722,1
2287.355279,\xc36644bdd8747f9691bf43d223ac1d56861276aa,1
2281.882292,\xa5b65d4a68c1c71aae3910199f4ab266f726afbf,1
2281.451882,\x3b74c27115965ba74d695e3aedb615f991f3f310,1
2275.992221,\x847cccc5b54b15a77cad325895f48542ae47b954,1
2274.320456,\xc4b258a1f6774bbd42667ea2969cb4175ca1fcd6,1
2272.120521,\xf7411a3f727b36f56ff3a871163c21e56d672656,1
2268.907372,\xc5c42e12b0cfbda004875cbb708c7d6c76d9e00c,1
2268.035269,\x5fad77e5a483aad5a775c9e2fc4bbf5182e2ee7a,1
2267.079393,\xa919efc72756222c072a1594efdba8178aa360d8,1
2263.890865,\x9d473de4eac8c2d401f055e069f4c7747f41f914,1
2261.163374,\x83b17a5b1c01c7a162d77c8b1e83a7f72915e8fd,1
2259.758767,\xc0c87c8a63e203cba3911ef94df4cd0e4f7c10eb,1
2257.090225,\x5637e768e946c2bbd02ea6b99fc2120f5a908062,1
2255.820984,\x2988983d105436843757ce8e45be5b3af3736445,1
2253.746371,\x7591ddd5680c5f27c1a1de01e192af630545fdc3,1
2252.926283,\xde1a2d5842b923cd4bb25a2125e055c748b9fe5a,1
2251.577081,\xbb1cc817df2a1f7a3916678fdd6ac783fb86bc81,1
2240.946856,\x2e96ed2281c3069c6abeae5d9560f30f716d44b5,1
2232.759285,\x107a73aadc92d8c8a0beb9353f260cdcfbface9c,1
2230.009208,\xf748879edbe8cca140940788163d7be4d2a2e46a,1
2229.624176,\x8a7fbe7452b9a96aa029af480d6df4c658e401bf,1
2229.22668,\x0b53fe75e17eb7239722788558e6c7f19ac39cf5,1
2222.370204,\x0dd6a8de365b2800f828e95feef637027cebfdc6,1
2221.477193,\x48aaca81c945e1e84da4d662e0de579522bef4c6,1
2221.443546,\x22fa8cc33a42320385cbd3690ed60a021891cb32,1
2221.035648,\xa250621c41a4a81f1852977049c943b49c6baabd,1
2216.769816,\x372cc010c6677434739398463c6bc11e995ebf26,1
2214.749513,\x1c416e065dcda0e72ec159f2fbf3638e50dad48a,1
2213.96874,\xd4df1d3d96b574a2bb2128b4291e18e4fed82822,1
2211.18418,\x5fcb29982a9da0952e65408238ddcb7815871647,1
2208.906195,\x0039f22efb07a647557c7c5d17854cfd6d489ef3,1
2207.231327,\x8f9e6dd01128cc3c148902ebfa648bfcb68ad1ce,1
2207.025648,\x680c36dee275973126ab9b8dfd48e6500f896a07,1
2206.501288,\x9fefe125fbc8308ba0f3276d055a7de7224c9d5e,1
2202.528083,\x2d31d6adea4f4d974baf8ec8dcdf1753d523929c,1
2202.350579,\x89808c49f858b86e80b892506cf11606fb25fcdc,1
2201.97059,\xcf7b50faf216415543eac5e4b646cae7503ee845,1
2201.238401,\x051f88b9f4d7244337cf12d1b913aec078137e55,1
2199.866674,\xb2ec4683e634899a82f9b5d6abf1aa22fe219a83,1
2197.03403,\xdc61fda7bd33971990d80cfc81ee761a8746dfe9,1
2196.186267,\x6e4fd924be776158e5c1e3f194f5820679839b6f,1
2187.675941,\x505846a0a89dd26fa5cd0677fd5406039c218620,1
2186.215779,\xc73277dfebc7f2aecb0885ac3c6616296b719cf1,1
2182.366959,\xcbe3b686c1c8037892211b37f51d1d04d1bebb51,1
2180.606986,\x973b1e385659e317dd43b49c29e45e66c0275696,1
2177.182705,\x267c3ca6e21d037d9b311796bd7c5d7b9ddb1af0,1
2173.60694,\xceb45efb3102eeea355a78abf54213e4a9aca610,1
2173.520664,\xec5f9994ebe1bdeaa009cb0a3e984c5c55bf3fdd,1
2173.176206,\x651fac183d2ac9753bec39f7530adf1b873f0314,1
2172.492177,\xeae40d3c49f1fb769c811215f03e366038d8ef88,1
2171.5728,\x13fcb7b29f135d3740ca8c6e3f775df6994a3d8e,1
2170.061041,\x3a409cb0b1f19ce2da25d1e659455eb8059ee261,1
2168.429664,\x11e658214247565568d6a0c0fd8e54c58f0b27d0,1
2167.515269,\xe582794320fa7424a1f9db360a46446244065cb5,1
2164.736255,\xcd461b73d5fc8ea1d69a600f44618bdfac98364d,1
2163.069189,\x36b20572feec59d3d9c8e4e74213e5630d75a775,1
2155.395839,\xa61511bcf38173ef75f093a20d0ac7e8faf3d387,1
2154.58278,\xa8615125216e6abe88d24c805ead1cc47ac09d67,1
2153.152149,\x53d298bb5ef9089512505ae0c7cb235a2ed31f26,1
2152.977631,\xa136866bcfc72b3639f0365df3f6cbf0dfff7b0c,1
2152.626874,\x032c079db811541501bd769836490ce0f5999264,1
2150.413101,\x6efd5dbb3e3c96c4c8bc7376aae263d1c0e7f532,1
2148.486174,\xf6f3bc09782d3c0df474eb3cec5cac8423bfedf3,1
2148.331232,\x88aaf4a728e14748cea5e9a3ca1306ac567ba472,1
2146.376469,\x7c9932eed5aa0604ff417b2372b0aa76c5971bd3,1
2144.7179,\x0f90ebd5aecb3efae5938494fafd4509c319ec43,1
2144.04865,\x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,1
2140.685906,\x63052a7398f06a295582cecebb9e71a02dadaf05,1
2138.275153,\xae4fbee0e16f185f6bbfa7da9790ac45be7ece34,1
2124.367642,\xa88173757486529adb2162a060b6355a90f242e2,1
2123.561268,\x70b225805462e47630cf6a99cccc3e1da6126773,1
2121.418977,\x679bcdae56edf5c847e769ca9eb82ab58c93351a,1
2112.594716,\x3ffbf94ed08f583593b25939f6b5a56bf3dd749a,1
2108.293449,\xebc462355194903ad1ad32fa767b3b74d5aca278,1
2101.359126,\x0e7af95de26bf10e6b9f00d846c22757aa582b9c,1
2094.236674,\xe3ba53f8412a32037b69218421b54c64922e27c7,1
2086.123233,\x251932e099be5e201147094a44087e01684d7591,1
2084.440987,\xb7a8897b41cfabb98299d15215fda4f4fab7f9d0,1
2083.955907,\x7c3d434d79dddac3174ce0819f55ed82e0276147,1
2080.703012,\x18393570148df516f664ef624d6ed9e808f109fb,1
2080.072549,\x1ca062981d3c88393cbf72213a9dd43ff4d86ef2,1
2077.917737,\x89a359a3d37c3a857e62cde9715900441b47acec,1
2075.080159,\x65f5cb909f1bcc3ff21ab88d9ef8e2ff848c03e4,1
2074.05778,\xb88c104fbb4d50c971366b2bac071022ae92f317,1
2071.964307,\x7954af6cbbd93dae4de8d8be4bb5a8eae5656106,1
2070.268283,\x10499378d8ed486f9b9e364560ad4d3b238e9c0e,1
2066.706563,\xf23d10c4a34ecd11600fa640b72c66a19587d4ab,1
2064.870692,\xd722fa7ce66c4096206551f8f25eed14f8adb562,1
2059.209608,\x4b5008c2987f6425ded734691362b6577ba72739,1
2058.5089,\x27fa512860e02bc431c0f30dee2ca3f6a5d694c7,1
2057.724817,\x3f7c10cbbb1ea1046a80b738b9eaf3217410c7f6,1
2057.643219,\xe6056f52719cbc225d7093b50180b4eacf024909,1
2055.836235,\xe88857d67cf8e0031ca1674ffe17f72578e566ee,1
2051.626815,\xa87a4eef4e6b7fcc6f2282f4c04f805aaebc7b7d,1
2049.381838,\xcd6a1b3ea664947d6bb0945d0ec01090c83432d1,1
2048.923082,\xda336be47184c9d221f8f0986099cdca5ed569d1,1
2047.322123,\xf0e90739550992fcf37fe4dcb0b47708ca0ff609,1
2044.333736,\x722bc279a2f583cb2f5a25cbc5a2c0febb1ab036,1
2042.376985,\x6a99e8961055b505d8d62c447220bb341ad769ee,1
2041.878357,\xf7f502609de883a240536832e7917db9ee802990,1
2041.427782,\x87b358f45cd6db9ea3ed63d940472bc8e926ea94,1
2037.851504,\x8d5bcf2a5ce3ecc9cafcce684c874475b135c9b6,1
2037.379195,\x639cec09a3ad0dedc2951adb00c43a43160273c3,1
2036.156671,\x7c1908d49266ba2999c41b07b0895c33821f53a9,1
2035.354138,\xb8bcc2d54c3fef05975c8cbb7d7d06fb4ed6bfdf,1
2032.959712,\xc972a4ba4b10555171f2c08f185e05571e129cd7,1
2030.086878,\xb7eb7018adfed2dea0869b29fa3d21d44db40832,1
2029.940949,\xd5091714166e4773f5d65a9474a839d3b2e31436,1
2028.318558,\x1339416a48c30140815d98340d433541d6fa430f,1
2026.746965,\x811e4d64f0833271358e8b28155d235f375c6bef,1
2023.294741,\x78993bfe37da5a8df2d5a8d7213a41c26b20b49d,1
2017.805053,\xcaad2020967f0f314fb8a150413f7f9fc26c0f73,1
2015.678479,\x02193f0de3e693dade82fb34977a9271cf7ab57b,1
2015.000724,\xe84eb5f8ac725a2efd9018fe9bfb50b34a27e3ed,1
2014.155179,\xcd8ff627d21a4d2a67fb10f849f2e3454770bcd1,1
2012.33127,\xb188ee1daca51ce6b58ccf8a81ce4025a714bc73,1
2012.04333,\x1c97f3191c3b4bb48d03d672c03da254ce23cfd1,1
2009.76887,\xba816389f3118e6d0d0f9b146b61adbf3b6d45a4,1
2004.68411,\x8ab0fe3d61e372a0caa2b2acf6d1ffdefd1c645a,1
2002.82573,\x9f67aa63fb6392813e871a60c89fd24fd9cd29b1,1
2002.104709,\x9610738a851ca67e82482340e9cdf24b192614fd,1
1998.345363,\xe243eb923c5089d34edc4fb82a4175b10113c139,1
1994.009415,\x188970e1aa6be188c3380894cfb563f915e4c0eb,1
1993.219823,\x7941bdcfc9fe7373861a155f1f9e85d3a823bdba,1
1992.816983,\x1b5a094c2bde894eae65fc4f7613139edf7d92e4,1
1992.737959,\x34d6dbd097f6b739c59d7467779549aea60e1f84,1
1989.666436,\x214f7b85a0f0aa067bcc2ea6263dd4b0ede8957c,1
1986.039699,\xf0b2c8400e694672adbb9d64ba1d2b02b0aeb273,1
1985.615023,\xbee81b34196e68cf62421dd9fe188623729fb3cf,1
1982.604639,\x717a2eb9ea559c75f525104b54006e2a394338ad,1
1975.591484,\xa8a68cde3af5a932be6a29a7e4975d1975f3e3ac,1
1975.027123,\x7d7c5f2cda6e69fee8ff6fe80c75c627154bc4b0,1
1972.306724,\x2459d93923cc940e3aa1935ead83ef8011534bb1,1
1971.888503,\x12690cdba85ce9f5200110bdf391567e8635d759,1
1968.778888,\x97b28da6ac470f252fadc95f408c08373ed6d2fc,1
1967.834994,\x66215d23b8a247c80c2d1b7bef4befc2ab384bce,1
1966.196227,\x38c925e7df8bed62262580f485d83e035de5924b,1
1964.943987,\xd88d8126ee23cbe1c83d592f7718a9b147282a17,1
1964.390258,\x26d71840072e7f3bb63f0a215f842904f7bbec37,1
1959.292916,\x7420fa58ba44e1141d5e9adb6903be549f7ce0b5,1
1957.872741,\xc59f33af5f4a7c864738ce288a411acf52338bf5,1
1956.672744,\xaabec43e19536e3fb612da984eb88bc3a7e2cffa,1
1953.695512,\x6c4952a4aa6db823fba3b30d0fad85683dc90ee1,1
1952.276128,\x1fcfd25b25ccead63665cf867f4f7cba3e75de64,1
1951.241438,\xfa27c9b69dd0b2e0f96118d564ce3b8a275905bd,1
1951.021317,\x2534d237de522f3077a031ebaf68950ddedaba68,1
1950.884847,\xb64943f4f26d837ceeac96cae86d1bab23a3414d,1
1949.561724,\xc73add416e2119d20ce80e0904fc1877e33ef246,1
1947.650274,\xadbc69b07b839ca353177b5a22013b30624d2dc5,1
1947.060719,\x4b9ce35248daa18fa6e29cb8a0b3d8debcfda922,1
1943.818015,\x5d9c806a23830d6fd39e22b7d416a7a7a3a314bc,1
1943.721596,\x88aa1cbc781bc4418edce1db9edebf354d74410a,1
1943.670323,\x038c1d42974f4cf08903ac74ddfa3bcea3ebefb7,1
1943.170039,\xeaa6cb80a5593e14c5a5fd38ae3d16dcb5ef75f5,1
1943.093941,\x8688a84fcfd84d8f78020d0fc0b35987cc58911f,1
1942.502836,\x9276bae93adf3e0b55228d20587e72f6f8014bb3,1
1940.193768,\x009b6817807c332b9445f5c9cf2ac94631fe876e,1
1939.227518,\x9f7e85c3661c556e94cf0b79706d3b6c4cfa347d,1
1938.352685,\x626dc1c3a2991dfc91973b68d4131ef8d1487513,1
1936.742842,\x716416b7471e0ddd26717b41fca88708e80ff484,1
1936.070408,\xf60595b5bb6fa8135c0feef89543521ff38ba83e,1
1935.837228,\x022a29002492572d5ef7f3886a41ba21f717908e,1
1932.423063,\x65735aae8a75b4087ecd805c0d840fcedbd34883,1
1932.012301,\x6165fd87c1bc73a4c44b23934e9136fd92df5b01,1
1931.746258,\xf298bda3c1f699eafd413065e7535ffd533844bf,1
1930.291672,\xcda16a18d3f942571e7ba81b7d2219a6802c45a1,1
1929.817991,\xff16d64179a02d6a56a1183a28f1d6293646e2dd,1
1928.689247,\x1fbf5955b35728e650b56ef48ee9f3bd020164c8,1
1928.124723,\x644239848c7b402d813295893db428aae7cc4cb5,1
1927.86038,\x4d7158b36a736c1b96c66fcb15f125f3fe41bcbf,1
1927.80357,\x335147a6afcfe1136d9341c9a264f4a69616ad7a,1
1924.360996,\xdac071edbe067499281f1272cf39f4ccb1e50ac8,1
1923.757557,\x796c0dd2bf63391ce7d47112c1819f86d19c0f6a,1
1918.253175,\x5e0158553598b40ecc13a3b1f78ee96536e6d0da,1
1917.462163,\x2224c5acc54f4f3b96d15ed11291cddf9cf7867d,1
1916.177465,\x80c58e4edea8a514abf25d84a5fcf954ad1929a3,1
1914.930028,\x9709173ed6f194a953a77204359dbfd0e88a54d0,1
1913.162229,\x09e71bb3afcf54c2281b71e2744f1db0e6952b27,1
1911.647315,\x49721d502266fb9772be25be1542a97b95fee721,1
1911.096832,\x6ebd066e2891922f3c1bfd426b2a49d5d0bc11c8,1
1910.412123,\xc9b9b84bf19d1c1cc7a3e722a7b99112cd8f6287,1
1908.116048,\x2e908e9ba65d4d87a152fa817fd379a57ea7ef8c,1
1905.479817,\x45d5f29911ac6f32ab33ee9cf1357e495cbaf74e,1
1901.377985,\x5b93ff82faaf241c15997ea3975419dddd8362c5,1
1899.543357,\xc9eeb9aee357da3cd7ae35b58367d398725339a2,1
1897.088715,\xe9ee1ada09599090840a4e15d7278af5b338443c,1
1890.504731,\x19213f35f414e8b728c84ef007885e1392da596c,1
1888.098039,\x1faadadc938b03997ecc05b052b9cc40560f49f1,1
1886.676212,\xd935ed80c6ca80a07761504d94a950a6e66d10b8,1
1878.806004,\x73555792708d34d5d2c3fce67134ea691ceb4d65,1
1874.110411,\xd86d40ccbc02ea258c442185bf16f16d6336fc1b,1
1873.509199,\xb612296325c333db463725ab207f72eae0725dad,1
1873.058934,\x2a81fb44e35af75a49fb2b9684be7a1eb89bf770,1
1871.375021,\x6ee56b22f3572c8cb957515c30c321dbcb789247,1
1870.651809,\xa7db1dd099887adfc1e0aee6acbced594689d52d,1
1869.389897,\x4a1c581df328b8112d0b0ba99f815b7dc1fb364f,1
1865.36016,\xaaf327efdeb923ee39a392437e4ad602bf3540c6,1
1863.847651,\xb7d7b895e680050efc0a842d3ea674ddd66487a1,1
