amount,average amount claimed,claimers,time
3200,400,8,2021-12-26T00:00:00+00:00
3260.58475,407.5730938,8,2021-12-27T00:00:00+00:00
2000,400,5,2021-12-28T00:00:00+00:00
4928.45985,985.69197,5,2021-12-29T00:00:00+00:00
1607.417524,401.854381,4,2021-12-30T00:00:00+00:00
2001.434267,400.2868534,5,2021-12-31T00:00:00+00:00
800,400,2,2022-01-01T00:00:00+00:00
2406.105002,401.0175003,6,2022-01-02T00:00:00+00:00
800,400,2,2022-01-03T00:00:00+00:00
2600,650,4,2022-01-04T00:00:00+00:00
2402.005736,400.3342893,6,2022-01-05T00:00:00+00:00
1212.921571,404.3071903,3,2022-01-06T00:00:00+00:00
4002.366787,400.2366787,10,2022-01-07T00:00:00+00:00
2800,400,7,2022-01-08T00:00:00+00:00
2400,400,6,2022-01-09T00:00:00+00:00
1200,400,3,2022-01-10T00:00:00+00:00
1600.312491,400.0781228,4,2022-01-11T00:00:00+00:00
1611.508164,402.877041,4,2022-01-12T00:00:00+00:00
2000,400,5,2022-01-13T00:00:00+00:00
1600,400,4,2022-01-14T00:00:00+00:00
1600.017084,400.004271,4,2022-01-15T00:00:00+00:00
1600,400,4,2022-01-16T00:00:00+00:00
2000,400,5,2022-01-17T00:00:00+00:00
400,400,1,2022-01-18T00:00:00+00:00
800,400,2,2022-01-19T00:00:00+00:00
1217.299224,405.766408,3,2022-01-20T00:00:00+00:00
369684.0863,61614.01438,6,2022-01-21T00:00:00+00:00
800,400,2,2022-01-22T00:00:00+00:00
2800.94847,400.1354957,7,2022-01-23T00:00:00+00:00
1200.139006,400.0463353,3,2022-01-24T00:00:00+00:00
1200,400,3,2022-01-25T00:00:00+00:00
800,400,2,2022-01-26T00:00:00+00:00
1200,400,3,2022-01-27T00:00:00+00:00
2400,400,6,2022-01-28T00:00:00+00:00
2400,400,6,2022-01-29T00:00:00+00:00
400,400,1,2022-01-30T00:00:00+00:00
2400,400,6,2022-01-31T00:00:00+00:00
1200,400,3,2022-02-01T00:00:00+00:00
2800,400,7,2022-02-02T00:00:00+00:00
2400.813191,400.1355318,6,2022-02-03T00:00:00+00:00
2400,400,6,2022-02-04T00:00:00+00:00
2000,400,5,2022-02-05T00:00:00+00:00
400,400,1,2022-02-06T00:00:00+00:00
800,400,2,2022-02-07T00:00:00+00:00
1200,400,3,2022-02-08T00:00:00+00:00
1200,400,3,2022-02-09T00:00:00+00:00
1200,400,3,2022-02-10T00:00:00+00:00
400,400,1,2022-02-11T00:00:00+00:00
1600,400,4,2022-02-12T00:00:00+00:00
1200.017142,400.005714,3,2022-02-13T00:00:00+00:00
400,400,1,2022-02-14T00:00:00+00:00
1600,400,4,2022-02-15T00:00:00+00:00
2482.963551,413.8272585,6,2022-02-16T00:00:00+00:00
1600.000014,400.0000035,4,2022-02-17T00:00:00+00:00
400,400,1,2022-02-18T00:00:00+00:00
2000,400,5,2022-02-19T00:00:00+00:00
800.254003,400.1270015,2,2022-02-20T00:00:00+00:00
800,400,2,2022-02-21T00:00:00+00:00
400,400,1,2022-02-22T00:00:00+00:00
1200,400,3,2022-02-23T00:00:00+00:00
2000,400,5,2022-02-24T00:00:00+00:00
400,400,1,2022-02-25T00:00:00+00:00
1200,400,3,2022-02-26T00:00:00+00:00
1600.001604,400.000401,4,2022-02-27T00:00:00+00:00
2000,400,5,2022-02-28T00:00:00+00:00
800,400,2,2022-03-01T00:00:00+00:00
400,400,1,2022-03-02T00:00:00+00:00
2800,400,7,2022-03-03T00:00:00+00:00
2400.951644,400.1586073,6,2022-03-04T00:00:00+00:00
2950.021307,421.4316153,7,2022-03-05T00:00:00+00:00
400,400,1,2022-03-06T00:00:00+00:00
2000,400,5,2022-03-07T00:00:00+00:00
800,400,2,2022-03-08T00:00:00+00:00
1602.71573,400.6789325,4,2022-03-09T00:00:00+00:00
2000,400,5,2022-03-10T00:00:00+00:00
800.095808,400.047904,2,2022-03-11T00:00:00+00:00
400,400,1,2022-03-12T00:00:00+00:00
1200,400,3,2022-03-13T00:00:00+00:00
1200,400,3,2022-03-14T00:00:00+00:00
400,400,1,2022-03-15T00:00:00+00:00
2025.748568,405.1497136,5,2022-03-16T00:00:00+00:00
400,400,1,2022-03-17T00:00:00+00:00
1600,400,4,2022-03-18T00:00:00+00:00
1200,400,3,2022-03-19T00:00:00+00:00
4004.86942,400.486942,10,2022-03-20T00:00:00+00:00
851.361746,425.680873,2,2022-03-21T00:00:00+00:00
3205.264348,400.6580435,8,2022-03-22T00:00:00+00:00
400.015467,400.015467,1,2022-03-23T00:00:00+00:00
800,400,2,2022-03-24T00:00:00+00:00
3600,400,9,2022-03-25T00:00:00+00:00
2400.171889,400.0286482,6,2022-03-26T00:00:00+00:00
800,400,2,2022-03-28T00:00:00+00:00
136069.1036,17008.63795,8,2022-03-29T00:00:00+00:00
1600,400,4,2022-03-30T00:00:00+00:00
2000,400,5,2022-03-31T00:00:00+00:00
1600,400,4,2022-04-01T00:00:00+00:00
1736.417982,434.1044955,4,2022-04-02T00:00:00+00:00
400,400,1,2022-04-03T00:00:00+00:00
821.156774,410.578387,2,2022-04-04T00:00:00+00:00
4523.561268,646.2230383,7,2022-04-05T00:00:00+00:00
1600,400,4,2022-04-06T00:00:00+00:00
800,400,2,2022-04-08T00:00:00+00:00
400,400,1,2022-04-09T00:00:00+00:00
400,400,1,2022-04-11T00:00:00+00:00
1200.306616,400.1022053,3,2022-04-12T00:00:00+00:00
800,400,2,2022-04-13T00:00:00+00:00
1600.779581,400.1948953,4,2022-04-14T00:00:00+00:00
400,400,1,2022-04-15T00:00:00+00:00
800,400,2,2022-04-16T00:00:00+00:00
1200,400,3,2022-04-17T00:00:00+00:00
800,400,2,2022-04-18T00:00:00+00:00
1200,400,3,2022-04-19T00:00:00+00:00
3078.806004,769.701501,4,2022-04-20T00:00:00+00:00
1200,400,3,2022-04-22T00:00:00+00:00
806.415756,403.207878,2,2022-04-23T00:00:00+00:00
2000.075527,400.0151054,5,2022-04-24T00:00:00+00:00
1200,400,3,2022-04-25T00:00:00+00:00
1200,400,3,2022-04-26T00:00:00+00:00
1200,400,3,2022-04-27T00:00:00+00:00
2400,400,6,2022-04-28T00:00:00+00:00
2400,400,6,2022-04-29T00:00:00+00:00
1887.55567,471.8889175,4,2022-04-30T00:00:00+00:00
800,400,2,2022-05-01T00:00:00+00:00
2000,400,5,2022-05-03T00:00:00+00:00
2001.62183,400.324366,5,2022-05-04T00:00:00+00:00
489.212178,489.212178,1,2022-05-05T00:00:00+00:00
400,400,1,2022-05-06T00:00:00+00:00
400,400,1,2022-05-07T00:00:00+00:00
10780.5754,3593.525133,3,2022-05-08T00:00:00+00:00
800,400,2,2022-05-09T00:00:00+00:00
7658.682003,3829.341002,2,2022-05-10T00:00:00+00:00
400,400,1,2022-05-11T00:00:00+00:00
2000.104189,400.0208378,5,2022-05-12T00:00:00+00:00
800,400,2,2022-05-13T00:00:00+00:00
1051.92582,1051.92582,1,2022-05-14T00:00:00+00:00
800,400,2,2022-05-15T00:00:00+00:00
400,400,1,2022-05-16T00:00:00+00:00
400,400,1,2022-05-17T00:00:00+00:00
800,400,2,2022-05-18T00:00:00+00:00
400,400,1,2022-05-19T00:00:00+00:00
400,400,1,2022-05-21T00:00:00+00:00
814.644841,407.3224205,2,2022-05-23T00:00:00+00:00
1201.892851,400.6309503,3,2022-05-24T00:00:00+00:00
2000,400,5,2022-05-25T00:00:00+00:00
1200,400,3,2022-05-26T00:00:00+00:00
2000,400,5,2022-05-27T00:00:00+00:00
2000,400,5,2022-05-29T00:00:00+00:00
1600.279822,400.0699555,4,2022-05-30T00:00:00+00:00
1215.865713,405.288571,3,2022-05-31T00:00:00+00:00
800,400,2,2022-06-01T00:00:00+00:00
2800,400,7,2022-06-02T00:00:00+00:00
400,400,1,2022-06-03T00:00:00+00:00
43836.46216,14612.15405,3,2022-06-04T00:00:00+00:00
1600,400,4,2022-06-05T00:00:00+00:00
332133.1446,110711.0482,3,2022-06-06T00:00:00+00:00
800,400,2,2022-06-09T00:00:00+00:00
400,400,1,2022-06-10T00:00:00+00:00
800,400,2,2022-06-11T00:00:00+00:00
1200,400,3,2022-06-12T00:00:00+00:00
1200,400,3,2022-06-13T00:00:00+00:00
2400,400,6,2022-06-14T00:00:00+00:00
400,400,1,2022-06-15T00:00:00+00:00
377620.0524,53945.72178,7,2022-06-16T00:00:00+00:00
